Id,SalePrice
1461,123533.28803585914
1462,160019.26981157696
1463,187812.5646498195
1464,193704.09778741156
1465,187713.1363857488
1466,173897.15724223643
1467,174591.24030742169
1468,168649.73477140738
1469,184044.08088694804
1470,125321.97877236345
1471,197549.13269961945
1472,91185.67840937068
1473,95557.90630018436
1474,152910.91786097075
1475,120408.50960934043
1476,374393.20913144026
1477,255450.97673242982
1478,286870.49470472895
1479,276142.3239050879
1480,468085.59141353436
1481,343581.097374792
1482,208626.00270686927
1483,171909.76260151138
1484,162830.49689051748
1485,176379.76911707476
1486,196843.8708502443
1487,329133.98348969466
1488,235075.06175822843
1489,200495.01299707725
1490,218154.2064801381
1491,188462.0912325007
1492,90815.12056974738
1493,174961.53573023918
1494,291663.92384310625
1495,298547.3301499771
1496,231604.36393769243
1497,182393.8835245939
1498,161805.61023642198
1499,157579.0872442191
1500,150430.1542217068
1501,172690.56894349537
1502,146984.5558716448
1503,301461.52748685016
1504,242706.5766271855
1505,226752.2714736042
1506,188544.20908352575
1507,242454.0186921011
1508,197920.32606897896
1509,163753.12585878593
1510,144695.30072692636
1511,143509.6615738477
1512,172231.74529430666
1513,141809.28157812305
1514,152223.22500869245
1515,195249.1336832717
1516,150474.9804002873
1517,157431.74211975076
1518,130428.37343654982
1519,224749.4182908291
1520,137580.3945724069
1521,135185.6406697273
1522,168474.34011654704
1523,112852.65041587898
1524,124355.66151801747
1525,122334.81633665133
1526,122138.93908588585
1527,105278.79942123205
1528,133111.5155399773
1529,147756.0651168869
1530,170992.01949495144
1531,108619.5290822983
1532,102845.21455575112
1533,146718.69458156737
1534,116899.24616779422
1535,153037.95143843238
1536,112573.10679885236
1537,68524.58344577113
1538,163783.6426086416
1539,191499.1533723312
1540,101912.00849719906
1541,144160.1178575408
1542,143324.87297745878
1543,214856.20932409196
1544,81768.00567111181
1545,111429.53502094574
1546,128638.53867593173
1547,135129.19717094096
1548,133706.1736516417
1549,106191.1755593305
1550,138194.05648736074
1551,115352.64391598597
1552,128304.91931822349
1553,144064.82048533228
1554,110461.1740825841
1555,171241.8334944105
1556,89380.8951268722
1557,111349.01283358864
1558,86399.27406759805
1559,91452.01193422826
1560,137409.0577130352
1561,135305.06081620092
1562,128989.31465066178
1563,119013.20628390479
1564,159619.00048286995
1565,143328.7251365758
1566,238407.2166205056
1567,73141.77322192388
1568,220782.3424092583
1569,141448.95227536818
1570,135833.20236604242
1571,112606.40703320925
1572,149395.6948770754
1573,243606.46699670248
1574,111351.07388377885
1575,218406.7142018904
1576,226573.8507459454
1577,192287.16835846636
1578,140620.07001156954
1579,147586.09651286987
1580,196163.14719087788
1581,150676.28024513726
1582,131007.00835493449
1583,333227.47578186577
1584,229287.5305542314
1585,142781.04291079717
1586,71549.76907064664
1587,98854.46618068879
1588,146296.19724917057
1589,100539.57716414967
1590,132734.4669888982
1591,95083.79558419298
1592,122103.37374925398
1593,125112.53146640531
1594,132103.3022984278
1595,113885.06446704053
1596,249293.98314656038
1597,179101.8899437999
1598,197326.84253894023
1599,172350.3732994904
1600,171432.02264608652
1601,66142.51801143443
1602,108849.11086236991
1603,87769.50410967994
1604,266902.18264162587
1605,239916.15926781786
1606,168719.97754267574
1607,170545.5908010573
1608,215226.7857112205
1609,186845.59762012103
1610,158200.77059841983
1611,139867.3838417838
1612,163452.86889544514
1613,164357.95687180164
1614,127140.6989170709
1615,85824.83028076218
1616,74124.70549274192
1617,89307.83525256082
1618,123556.24838589343
1619,136888.74046307962
1620,161518.02924990363
1621,135002.74763786444
1622,141866.46984869184
1623,270392.1457708057
1624,208686.7635611304
1625,122138.62299750757
1626,162064.13959484955
1627,189267.84058774658
1628,276168.2202203547
1629,175669.10442175408
1630,348109.6956572735
1631,220134.02183187235
1632,246625.68135928907
1633,168417.4232292443
1634,188463.28789927426
1635,178002.95429655764
1636,154339.59008586727
1637,191056.33282964508
1638,198790.2457093419
1639,181132.34381191357
1640,264077.7969486601
1641,173417.0287583326
1642,226085.48271015825
1643,226061.60474570183
1644,232612.44268009535
1645,191466.56551677
1646,156468.59904213104
1647,156925.6756940134
1648,136569.45645726705
1649,141764.2248258129
1650,116972.66580079522
1651,119672.7609447086
1652,95883.26093056971
1653,98129.76374733934
1654,148126.77060180096
1655,150615.55543528005
1656,145611.0552309852
1657,148431.65267276717
1658,148515.39590554143
1659,129339.33090275209
1660,150942.38834593951
1661,460451.30024210317
1662,404348.2316796606
1663,391545.06095404516
1664,440861.13065094454
1665,305789.220643505
1666,319836.18285353284
1667,385752.9456616938
1668,340932.54930102837
1669,289966.37941825716
1670,347306.02625973953
1671,264823.7372783215
1672,430332.9111671399
1673,300201.3380056118
1674,244638.26032647898
1675,185495.40043514475
1676,192066.13669664453
1677,219930.5039267452
1678,442041.444737862
1679,384005.5132631095
1680,346954.6594678195
1681,246802.94941968712
1682,301334.727726265
1683,176565.49923811576
1684,176026.00627021832
1685,170756.14652021276
1686,168074.18170711084
1687,167311.9656960235
1688,190252.02579472127
1689,189729.43304598288
1690,190937.3000819052
1691,176665.33286404487
1692,261129.53869833457
1693,167792.13454081136
1694,181695.6446928044
1695,165414.0405632367
1696,269623.6362542922
1697,170417.83694892615
1698,375938.9463596242
1699,318109.2385530933
1700,247081.61939597983
1701,267442.4139758508
1702,263525.8872432738
1703,267951.4560930908
1704,297291.83836004813
1705,227796.9292219397
1706,415425.86593256064
1707,213660.54112313985
1708,206574.02288648966
1709,275586.2677616617
1710,223482.20291220868
1711,255763.97601032513
1712,261339.57637195193
1713,273571.4100470263
1714,228768.45509329793
1715,203278.58743791492
1716,181641.98521819682
1717,174391.4420888744
1718,133283.08187230013
1719,196014.96904188895
1720,238993.36728106468
1721,166340.15581360908
1722,123048.33465718623
1723,156622.1503469059
1724,208564.04622655184
1725,238410.7098810391
1726,186119.61506333062
1727,158836.40538350545
1728,183929.3766292503
1729,159141.94223789452
1730,152335.1684383285
1731,120849.55750407967
1732,130153.02381417342
1733,115964.2491825961
1734,123310.05114907413
1735,135788.97924717376
1736,117784.87104053784
1737,319252.39071655914
1738,221628.541659881
1739,294136.0247723609
1740,221219.8659797157
1741,195306.76666999882
1742,168837.7862753359
1743,174257.36628412578
1744,288394.1293631871
1745,214686.04768711783
